1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,2.0,1
1.0,2.0,2.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,2.0,1
1.0,2.0,2.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,2.0,1
1.0,2.0,2.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,3.0,1
1.0,2.0,2.0,1
1.0,2.0,2.0,1
4.0,5.0,6.0,2
4.0,5.0,4.0,2
4.0,5.0,6.0,2
4.0,5.0,6.0,2
4.0,5.0,4.0,2
4.0,5.0,6.0,2
4.0,5.0,4.0,2
4.0,5.0,6.0,2
4.0,5.0,6.0,2
4.0,5.0,4.0,2
4.0,5.0,6.0,2
4.0,5.0,4.0,2
4.0,5.0,6.0,2
4.0,5.0,6.0,2
4.0,5.0,4.0,2
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,8.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,8.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,8.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,9.0,3
7.0,8.0,8.0,3
10.0,11.0,12.0,4
10.0,11.0,12.0,4
10.0,11.0,11.0,4
10.0,11.0,11.0,4
10.0,11.0,12.0,4
10.0,11.0,12.0,4
10.0,11.0,11.0,4
10.0,11.0,11.0,4
10.0,11.0,12.0,4
10.0,11.0,12.0,4
10.0,11.0,11.0,4
10.0,11.0,11.0,4
10.0,11.0,12.0,4
10.0,11.0,12.0,4
10.0,11.0,11.0,4
10.0,11.0,11.0,4
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,14.0,5
13.0,14.0,14.0,5
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,14.0,5
13.0,14.0,14.0,5
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,15.0,5
13.0,14.0,14.0,5
13.0,14.0,14.0,5
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
16.0,17.0,18.0,6
19.0,20.0,21.0,7
19.0,20.0,21.0,7
19.0,20.0,21.0,7
19.0,20.0,20.0,7
19.0,20.0,20.0,7
19.0,20.0,20.0,7
19.0,20.0,21.0,7
19.0,20.0,21.0,7
19.0,20.0,21.0,7
19.0,20.0,20.0,7
19.0,20.0,20.0,7
19.0,20.0,20.0,7
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,23.0,8
22.0,23.0,23.0,8
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,23.0,8
22.0,23.0,23.0,8
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,24.0,8
22.0,23.0,23.0,8
22.0,23.0,23.0,8

